ReefID,LABEL_ID,GBRMPAFeatureName,LAT,LON,GBRMP,Within250kmOfPort,Shallow,ShallowestDepth
2790,21-601,U/N Reef,-21.2311,151.5763,1,1,0,-12.12699986
2791,21-761,U/N Reef,-21.8619,152.3757,1,1,1,-1.141000032
2792,21-762,U/N Reef,-21.9381,152.3759,1,1,NA,NA
2793,21-763,U/N Reef,-21.7102,152.3834,1,0,1,-1.975999951
2794,21-764,U/N Reef,-21.6466,152.4101,1,0,1,-0.871999979
2795,21-768,U/N Reef,-21.9754,152.4124,1,1,NA,NA
2796,21-769,U/N Reef,-21.6689,152.4132,1,0,1,-1.144999981
2797,21-770,U/N Reef,-21.9709,152.416,1,1,NA,NA
2798,21-771,U/N Reef,-21.4688,152.4228,1,0,NA,NA
2799,21-772,U/N Reef,-21.4561,152.4238,1,0,NA,NA
2800,21-773,U/N Reef,-21.9816,152.4239,1,1,0,-18.31500053
2801,21-774,U/N Reef,-21.9745,152.4284,1,1,NA,NA
2802,21-775,U/N Reef,-21.5101,152.4478,1,0,NA,NA
2803,21-435,Bell Reef,-21.8149,151.2603,1,1,1,-0.008
2804,21-436,U/N Reef,-21.4971,151.6009,1,1,1,-1.082000017
2805,21-437,U/N Reef,-21.5039,151.9733,1,0,1,-1.23300004
2806,21-438,U/N Reef,-21.5158,151.8117,1,0,1,-0.864000022
2807,21-439,U/N Reef,-21.5184,151.6534,1,0,1,-1.031000018
2808,21-515,U/N Reef,-21.788,152.1195,1,1,1,-0.393999994
2809,21-516,U/N Reef,-21.7996,152.1503,1,1,1,-0.89200002
2810,21-517,Small Reef,-21.7758,152.4243,1,0,1,-0.126000002
2811,21-518,Price Cay Reef,-21.7845,152.4555,1,0,1,-0.024
2812,21-602,U/N Reef,-21.323,151.5844,1,1,0,-17.40600014
2813,21-603,U/N Reef,-21.2605,151.6062,1,1,NA,NA
2814,21-604,U/N Reef,-21.2275,151.6161,1,1,NA,NA
2815,21-605,U/N Reef,-21.0981,151.6393,1,0,1,-1.277999997
2816,21-606,U/N Reef,-21.0191,151.6582,1,0,NA,NA
2817,21-607,U/N Reef,-20.9999,151.6837,1,0,NA,NA
2818,21-608,U/N Reef,-21.3606,151.6884,1,0,0,-11.33199978
2819,21-609,U/N Reef,-21.3003,151.7086,1,0,0,-15.98200035
2820,21-610,U/N Reef,-21.1224,151.7145,1,0,NA,NA
2821,21-611,U/N Reef,-21.3176,151.7157,1,0,0,-12.31999969
2822,21-612,U/N Reef,-21.0479,151.7587,1,0,NA,NA
2823,21-613,U/N Reef,-21.1006,151.7622,1,0,NA,NA
2824,21-776,U/N Reef,-21.4264,152.4685,1,0,NA,NA
2825,21-777,U/N Reef,-21.8189,152.4697,1,0,1,-0.873000026
2826,21-778,U/N Reef,-21.595,152.4892,1,0,0,-11.94900036
2827,21-779,U/N Reef,-21.7288,152.5135,1,0,1,-9.590000153
2828,21-780,U/N Reef,-21.6103,152.5373,1,0,0,-11.67399979
2829,21-781,U/N Reef,-21.5966,152.5382,1,0,1,-9.779999733
2830,21-782,U/N Reef,-21.5174,152.5628,1,0,0,-13.96199989
2831,21-783,U/N Reef,-21.4511,152.5745,1,0,NA,NA
2832,21-784,U/N Reef,-21.4569,152.5767,1,0,0,-15.10400009
2833,21-785,U/N Reef,-21.4257,152.6076,1,0,0,-17.46999931
2834,21-786,U/N Reef,-21.7045,152.6299,1,0,0,-14.23900032
2835,21-440,U/N Reef,-21.5225,151.5418,1,1,1,-1.268000007
2836,21-441,U/N Reef,-21.5274,151.7746,1,0,1,-1.572999954
2837,21-442,U/N Reef,-21.5235,151.9151,1,0,1,-1.138000011
2838,21-443,U/N Reef,-21.5683,151.7071,1,0,1,-1.44599998
2839,21-444,U/N Reef,-21.5786,151.6203,1,0,1,-1.396000028
2840,21-445,U/N Reef,-21.5835,151.7742,1,0,0,-21.71699905
2841,21-446,U/N Reef,-21.5757,151.9379,1,0,1,-1.101999998
2842,21-447,U/N Reef,-21.6027,151.9217,1,0,0,-22.98800087
2843,21-519,Turtle Reef,-21.7998,152.3828,1,0,1,-0.079000004
2844,21-520,U/N Reef,-21.8055,152.4764,1,0,1,-0.935000002
2845,21-521,U/N Reef,-21.8085,152.4542,1,0,1,-0.453999996
2846,21-522,U/N Reef,-21.807,152.4094,1,0,1,-8.767000198
2847,21-523,U/N Reef,-21.8165,152.2109,1,1,1,-0.665000021
2848,21-614,U/N Reef,-21.1058,151.779,1,0,NA,NA
2849,21-615,U/N Reef,-21.1264,151.7854,1,0,NA,NA
2850,21-616,U/N Reef,-21.0683,151.8044,1,0,NA,NA
2851,21-617,U/N Reef,-21.1425,151.8161,1,0,NA,NA
2852,21-618,U/N Reef,-21.3864,151.8564,1,0,NA,NA
2853,21-619,U/N Reef,-21.0534,151.8857,1,0,NA,NA
2854,21-620,U/N Reef,-21.1934,151.913,1,0,0,-12.12100029
2855,21-621,U/N Reef,-21.3455,151.9233,1,0,0,-13.91300011
2856,21-622,U/N Reef,-21.2488,151.9352,1,0,0,-11.74699974
2857,21-623,U/N Reef,-21.3449,151.9645,1,0,NA,NA
2858,21-787,U/N Reef,-21.6997,152.631,1,0,NA,NA
2859,21-788,U/N Reef,-21.8039,152.6421,1,0,0,-10.67000008
2860,21-789,U/N Reef,-21.5828,152.6495,1,0,NA,NA
2861,21-791,U/N Reef,-21.1271,150.643,1,1,NA,NA
2862,21-792,U/N Reef,-21.0499,150.7915,1,1,NA,NA
2863,21-793,U/N Reef,-21.2898,150.9083,1,1,0,-16.52599907
2864,21-794,U/N Reef,-21.1076,150.9342,1,1,NA,NA
2865,21-795,U/N Reef,-21.2308,150.9555,1,1,0,-13.91800022
2866,21-796,U/N Reef,-21.2553,150.9618,1,1,NA,NA
2867,21-797,U/N Reef,-21.1755,150.9653,1,1,NA,NA
2868,21-798,U/N Reef,-21.2434,150.9705,1,1,NA,NA
2869,21-799,U/N Reef,-21.2078,150.9809,1,1,NA,NA
2870,21-448,U/N Reef,-21.6232,151.519,1,1,1,-1.376999974
2871,21-449,U/N Reef,-21.6255,151.5775,1,1,1,-1.465000033
2872,21-450,U/N Reef,-21.6271,151.6245,1,1,1,-1.220000029
2873,21-451,U/N Reef,-21.629,151.7902,1,1,1,-1.414000034
2874,21-452,U/N Reef,-21.6474,151.6071,1,1,1,-1.587000012
2875,21-453,U/N Reef,-21.6546,151.6924,1,1,1,-1.373000026
2876,21-524,Houdini Reef,-21.8234,152.4279,1,0,1,-0.861000001
2877,21-525,U/N Reef,-21.8232,152.4593,1,0,1,-0.848999977
2878,21-526,U/N Reef,-21.8316,152.3122,1,1,1,-1.243000031
2879,21-527,U/N Reef,-21.8418,152.4667,1,0,1,-0.908999979
2880,21-528,U/N Reef,-21.8563,152.2672,1,1,NA,NA
2881,21-529,U/N Reef,-21.8669,152.173,1,1,1,-1.067999959
2882,21-530,U/N Reef,-21.8555,152.4398,1,1,1,-0.730000019
2883,21-624,U/N Reef,-21.1634,151.9738,1,0,NA,NA
2884,21-625,U/N Reef,-21.0244,151.9808,1,0,NA,NA
2885,21-626,U/N Reef,-21.354,151.9887,1,0,0,-15.71199989
2886,21-627,U/N Reef,-21.2104,151.9934,1,0,NA,NA
2887,21-628,U/N Reef,-21.2032,151.9976,1,0,NA,NA
2888,21-629,U/N Reef,-21.0833,152.1678,1,0,NA,NA
2889,21-630,U/N Reef,-21.3771,152.1784,1,0,NA,NA
2890,21-800,U/N Reef,-21.2724,150.9881,1,1,0,-17.17000008
2891,21-801,U/N Reef,-21.2442,150.9985,1,1,NA,NA
2892,21-804,U/N Reef,-21.2362,151.0041,1,1,NA,NA
2893,21-805,U/N Reef,-21.3066,151.0346,1,1,1,-2.236000061
2894,21-806,U/N Reef,-21.0065,151.0753,1,1,NA,NA
2895,21-807,U/N Reef,-21.2059,151.0753,1,1,NA,NA
2896,21-808,U/N Reef,-21.1505,151.0812,1,1,NA,NA
2897,21-809,U/N Reef,-21.1187,151.0967,1,1,NA,NA
2898,21-810,U/N Reef,-21.3479,151.1291,1,1,NA,NA
2899,21-454,U/N Reef,-21.7661,151.9684,1,1,1,-1.133000016
2900,21-455,U/N Reef,-21.6493,151.9144,1,1,1,-0.984000027
2901,21-456,U/N Reef,-21.6486,151.9779,1,0,NA,NA
2902,21-457,U/N Reef,-21.6727,151.567,1,1,1,-0.845000029
2903,21-458,U/N Reef,-21.6719,151.623,1,1,1,-1.037999988
2904,21-459,Heralds Prong No 2,-21.7055,151.5463,1,1,1,-0.5
2905,21-531,U/N Reef,-21.8629,152.4086,1,1,1,-1.31099999
2906,21-532,U/N Reef,-21.8628,152.3541,1,1,1,-1.254999995
2907,21-533,U/N Reef,-21.8675,152.3061,1,1,NA,NA
2908,21-534,U/N Reef,-21.8773,152.1315,1,1,1,-8.590999603
2909,21-535,U/N Reef,-21.9005,152.1248,1,1,NA,NA
2910,21-536,Mervs Reef,-21.8923,152.3644,1,1,1,-1.156000018
2911,21-537,U/N Reef,-21.8808,152.3952,1,1,1,-0.758000016
2912,21-631,U/N Reef,-21.4007,152.1809,1,0,NA,NA
2913,21-632,U/N Reef,-21.3313,152.2501,1,0,NA,NA
2914,21-633,U/N Reef,-21.3707,152.2539,1,0,NA,NA
2915,21-634,U/N Reef,-21.199,152.2606,1,0,NA,NA
2916,21-635,U/N Reef,-21.2853,152.2775,1,0,NA,NA
2917,21-636,U/N Reef,-21.2628,152.3048,1,0,NA,NA
2918,21-637,U/N Reef,-21.3247,152.3522,1,0,NA,NA
2919,21-638,U/N Reef,-21.3735,152.4061,1,0,NA,NA
2920,21-639,U/N Reef,-21.1595,152.4112,1,0,NA,NA
2921,21-640,U/N Reef,-21.1836,152.4199,1,0,0,-20.08600044
2922,21-641,U/N Reef,-21.1696,152.4258,1,0,NA,NA
2923,21-642,U/N Reef,-21.3997,152.4674,1,0,NA,NA
2924,21-811,U/N Reef,-21.3397,151.1431,1,1,NA,NA
2925,21-812,U/N Reef,-21.256,151.1464,1,1,NA,NA
2926,21-813,U/N Reef,-21.2993,151.1863,1,1,NA,NA
2927,21-814,U/N Reef,-21.4631,151.2329,1,1,NA,NA
2928,21-815,U/N Reef,-21.1044,151.2709,1,1,1,-7.945000172
2929,21-816,U/N Reef,-21.0941,151.2908,1,1,1,-8.524999619
2930,21-817,U/N Reef,-21.0075,151.3275,1,1,1,-1.940999985
2931,21-818,U/N Reef,-21.0047,151.3638,1,1,0,-14.34500027
2932,21-819,U/N Reef,-21.0572,151.3926,1,1,0,-12.7159996
2933,21-820,U/N Reef,-21.0452,151.4019,1,1,1,-8.866000175
2934,21-821,U/N Reef,-21.5834,151.4036,1,1,0,-11.86299992
2935,21-822,U/N Reef,-21.0313,151.4086,1,1,1,-1.386999965
2936,21-465,U/N Reef,-21.8044,151.882,1,1,1,-0.953999996
2937,21-466,U/N Reef,-21.8379,151.9869,1,1,1,-0.935000002
2938,21-467,U/N Reef,-21.8867,151.9263,1,1,1,-0.58099997
2939,21-538,Emperor Reef,-21.8837,152.4438,1,1,1,-0.889999986
2940,21-539,U/N Reef,-21.9401,152.2711,1,1,1,-1.26699996
2941,21-540,U/N Reef,-21.9058,152.4777,1,1,1,-1.008999944
2942,21-541,U/N Reef,-21.9086,152.4503,1,1,0,-11.06200027
2943,21-542,U/N Reef,-21.9175,152.466,1,1,1,-0.630999982
2944,21-543,Long Reef,-21.9229,152.3927,1,1,1,-1.220000029
2945,21-643,U/N Reef,-21.3448,152.4735,1,0,NA,NA
2946,21-644,U/N Reef,-21.3772,152.4869,1,0,NA,NA
2947,21-645,U/N Reef,-21.2173,152.4987,1,0,1,-1.021999955
2948,21-655,U/N Reef,-21.1169,152.4991,1,0,NA,NA
2949,21-656,U/N Reef,-21.0744,152.513,1,0,NA,NA
2950,21-657,U/N Reef,-21.3683,152.549,1,0,0,-17.38299942
2951,21-658,U/N Reef,-21.3067,152.5523,1,0,NA,NA
2952,21-659,U/N Reef,-21.1594,152.5751,1,0,NA,NA
2953,21-660,U/N Reef,-21.1535,152.5816,1,0,NA,NA
2954,21-661,U/N Reef,-21.3648,152.5908,1,0,NA,NA
2955,21-663,U/N Reef,-21.2377,152.6708,1,0,NA,NA
2956,21-823,U/N Reef,-21.3327,151.4535,1,1,1,-1.799999952
2957,21-824,U/N Reef,-21.0581,151.4955,1,1,1,-1.325999975
2958,21-825,U/N Reef,-21.0264,151.4962,1,1,1,-1.467000008
2959,21-826,U/N Reef,-21.6903,150.9508,1,1,NA,NA
2960,21-827,U/N Reef,-21.7102,150.9061,1,1,NA,NA
2961,21-828,U/N Reef,-21.7247,151.0184,1,1,NA,NA
2962,21-460,U/N Reef,-21.7115,151.7422,1,1,1,-0.99000001
2963,21-461,U/N Reef,-21.6975,151.8605,1,1,1,-1.174999952
2964,21-462,U/N Reef,-21.7137,151.9846,1,1,1,-1.001000047
2965,21-463,U/N Reef,-21.7345,151.9442,1,1,1,-1.057999969
2966,21-464,U/N Reef,-21.7559,151.7737,1,1,1,-0.785000026
2967,21-544,U/N Reef,-21.9217,152.1087,1,1,1,-1.131000042
2968,21-545,Moon Reef,-21.9256,152.4339,1,1,1,-0.959999979
2969,21-546,U/N Reef,-21.9309,152.4926,1,1,1,-0.720000029
2970,21-547,U/N Reef,-21.941,152.2117,1,1,1,-8.083000183
2971,21-664,U/N Reef,-21.1498,152.68,1,0,0,-15.39400005
2972,21-665,U/N Reef,-21.4967,151.6202,1,0,0,-20.94099998
2973,21-666,U/N Reef,-21.5115,151.6365,1,0,0,-14.13300037
2974,21-667,U/N Reef,-21.4315,151.8672,1,0,0,-14.70100021
2975,21-668,U/N Reef,-21.7796,151.8909,1,1,NA,NA
2976,21-669,U/N Reef,-21.7828,151.8946,1,1,NA,NA
2977,21-670,U/N Reef,-21.6084,151.8959,1,0,NA,NA
2978,21-671,U/N Reef,-21.7852,151.8997,1,1,NA,NA
2979,21-672,U/N Reef,-21.5908,151.9031,1,0,0,-22.38999939
2980,21-673,U/N Reef,-21.4749,151.9182,1,0,NA,NA
2981,21-674,U/N Reef,-21.8041,151.9262,1,1,NA,NA
2982,22-003a,Wild Duck Island Reef (No 1),-21.9962,149.8869,1,1,NA,NA
2983,22-003b,Wild Duck Island Reef (No 2),-22.0076,149.8681,1,1,NA,NA
2984,22-005,Infelix Islets Reef,-22.0243,149.8309,1,1,NA,NA
2985,21-468,U/N Reef,-21.5038,152.4192,1,0,1,-0.298000008
2986,21-469,U/N Reef,-21.5148,152.389,1,0,1,-5.081999779
2987,21-470,U/N Reef,-21.5116,152.4948,1,0,1,-0.671000004
2988,21-471,U/N Reef,-21.4988,152.05,1,0,0,-20.72599983
2989,21-472,U/N Reef,-21.5211,152.4552,1,0,1,-1.20599997
2990,21-473,U/N Reef,-21.5273,152.4408,1,0,1,-0.317000002
2991,21-474,U/N Reef,-21.5346,152.4746,1,0,1,-0.654999971
2992,21-548,Poulson Reef,-21.9363,152.4589,1,1,1,-0.068999998
2993,21-549,Pike Reef,-21.9481,152.4233,1,1,1,-0.698000014
2994,21-550,U/N Reef,-21.9514,152.3127,1,1,1,-1.394000053
2995,21-551,U/N Reef,-21.9606,152.0556,1,1,1,-0.667999983
2996,21-675,U/N Reef,-21.7486,151.9428,1,1,NA,NA
2997,21-676,U/N Reef,-21.8832,151.9601,1,1,NA,NA
2998,21-677,U/N Reef,-21.5908,151.9614,1,0,NA,NA
2999,21-678,U/N Reef,-21.8848,151.9721,1,1,NA,NA
3000,21-679,U/N Reef,-21.9157,151.9871,1,1,NA,NA
3001,21-680,U/N Reef,-21.6983,152.0054,1,1,NA,NA
3002,21-681,U/N Reef,-21.695,152.0189,1,1,NA,NA
3003,21-682,U/N Reef,-21.6761,152.0213,1,0,NA,NA
3004,21-683,U/N Reef,-21.6934,152.0217,1,1,NA,NA
3005,21-684,U/N Reef,-21.686,152.0251,1,0,NA,NA
3006,21-685,U/N Reef,-21.6768,152.0275,1,0,NA,NA
3007,22-007,North Point Cays Reef,-22.043,149.8116,1,1,NA,NA
3008,22-008,Brooks Shoal,-22.0257,149.9324,1,1,NA,NA
3009,22-009,Barren Island Reef,-22.0324,149.9702,1,1,NA,NA
3010,22-010,Roundish Reef,-22.0558,149.6143,1,1,1,-0.136999995
3011,22-012,South Barren Reef,-22.0534,149.9878,1,1,NA,NA
3012,22-013,Obstruction Shoals,-22.0622,149.9316,1,1,NA,NA
3013,22-014,U/N Reef,-22.174,149.5673,1,1,1,0.93599999
3014,21-475,U/N Reef,-21.5209,152.2797,1,0,1,-0.402999997
3015,21-476,U/N Reef,-21.5509,152.1967,1,0,1,-1.088999987
3016,21-477,U/N Reef,-21.5473,152.3979,1,0,1,-0.917999983
3017,21-478,U/N Reef,-21.5625,152.2732,1,0,1,-0.558000028
3018,21-479,U/N Reef,-21.5614,152.4567,1,0,1,-0.617999971
3019,21-294,U/N Reef,-21.29,152.6053,1,0,1,0.032000002
3020,21-295,U/N Reef,-21.319,152.5806,1,0,1,-0.005
3021,21-296,U/N Reef,-21.3387,152.5534,1,0,1,-0.017999999
3022,21-297a,U/N Reef,-21.3685,152.5059,1,0,1,-1.067999959
3023,21-297b,U/N Reef,-21.3405,152.5248,1,0,1,-0.916999996
3024,21-396,Whites Bay Reef,-21.6731,150.295,1,1,1,-0.103
3025,21-398,West Spur Reef,-21.6836,150.2751,1,1,1,-0.453000009
3026,21-399,East Spur Reef,-21.6844,150.2873,1,1,1,0.30399999
3027,21-401,Howard Islet Reef,-21.7326,150.3164,1,1,1,-0.584999979
3028,21-402,Hixson Islet Reef,-21.7477,150.2894,1,1,NA,NA
3029,21-124,U/N Reef,-21.2571,151.128,1,1,1,-1.322999954
3030,21-125,U/N Reef,-21.2651,151.3749,1,1,1,-1.845000029
3031,21-126,U/N Reef,-21.2946,151.2036,1,1,0,-10.67500019
3032,21-127a,U/N Reef,-21.2916,151.1144,1,1,1,-1.768000007
3033,21-127b,U/N Reef,-21.3176,151.1197,1,1,1,-2.572999954
3034,21-208,U/N Reef,-21.0988,152.1639,1,0,1,-0.477999985
3035,21-209,U/N Reef,-21.1001,152.2564,1,0,1,-0.976000011
3036,21-210,U/N Reef,-21.1019,152.3136,1,0,1,-0.713
3037,21-211,U/N Reef,-21.103,152.3542,1,0,1,-0.80400002
3038,21-212,U/N Reef,-21.1052,152.1565,1,0,1,-0.289000005
3039,21-213,U/N Reef,-21.1064,152.1866,1,0,1,-0.829999983
3040,21-297c,U/N Reef,-21.3518,152.5226,1,0,1,-0.694999993
3041,21-297d,U/N Reef,-21.3584,152.5107,1,0,1,-0.74000001
3042,21-298,U/N Reef,-21.3794,152.5016,1,0,1,-1.942999959
3043,21-299,U/N Reef,-21.3787,152.5291,1,0,1,0.078000002
3044,21-300a,U/N Reef,-21.3932,152.5075,1,0,1,-0.400000006
3045,21-300b,U/N Reef,-21.3944,152.5176,1,0,1,-8.340999603
3046,21-301,U/N Reef,-21.4293,152.5292,1,0,1,-0.391000003
3047,21-302,U/N Reef,-21.4322,152.5813,1,0,1,-0.002
3048,21-403a,South Island Reef (No 1),-21.739,150.3162,1,1,1,-0.066
3049,21-403b,South Island Reef (No 2),-21.7362,150.3444,1,1,1,-2.108999968
3050,21-406,South East Islets Reef,-21.7579,150.4299,1,1,1,-0.129999995
3051,21-128,Storm Reef,-21.3223,151.1672,1,1,1,-1.417000055
3052,21-129,U/N Reef,-21.3538,151.0965,1,1,1,-1.682999969
3053,21-214,Zodiac Reef,-21.1212,152.0493,1,0,1,-0.155000001
3054,21-215,U/N Reef,-21.117,152.3224,1,0,1,-0.231999993
3055,21-216,U/N Reef,-21.1216,152.3891,1,0,1,-0.800999999
3056,21-217,U/N Reef,-21.1249,152.4724,1,0,1,-0.938000023
3057,21-218,U/N Reef,-21.132,152.4851,1,0,1,-0.879999995
3058,21-219,U/N Reef,-21.1349,152.1825,1,0,1,-0.889999986
3059,21-220,U/N Reef,-21.1569,152.143,1,0,1,-0.68599999
3060,21-303,U/N Reef,-21.4607,152.5197,1,0,1,-0.432000011
3061,21-304,U/N Reef,-21.4738,152.5101,1,0,1,-0.409999996
3062,21-305,East Cay Reef,-21.4837,152.5644,1,0,1,0.165000007
3063,21-306,U/N Reef,-21.4949,152.5095,1,0,1,-0.700999975
3064,21-307,U/N Reef,-21.5371,149.4793,1,1,1,1.626999974
3065,21-414a,Bamborough Island Reef (No 1),-21.9234,150.1048,1,1,1,0.082000002
3066,21-414b,Bamborough Island Reef (No 2),-21.9216,150.1193,1,1,1,0.300999999
3067,21-415,Jeffreys Rocks Reef,-21.9145,150.2283,1,1,1,-0.189999998
3068,21-130,U/N Reef,-21.343,151.2778,1,1,1,-1.54400003
3069,21-131,Nancy Foster Reef,-21.3697,151.3673,1,1,1,-1.613000035
3070,21-132,U/N Reef,-21.3944,151.328,1,1,1,-1.621999979
3071,21-133,U/N Reef,-21.3782,151.2503,1,1,1,-1.886000037
3072,21-134,U/N Reef,-21.3888,151.2746,1,1,1,-1.590000033
3073,21-221,U/N Reef,-21.1441,152.4301,1,0,1,-0.853999972
3074,21-222,U/N Reef,-21.1545,152.3087,1,0,1,-0.879999995
3075,21-223,U/N Reef,-21.1681,152.1918,1,0,1,-0.888999999
3076,21-224,U/N Reef,-21.1655,152.478,1,0,1,-0.893999994
3077,21-225,U/N Reef,-21.1979,152.0956,1,0,1,-0.916000009
3078,21-226,U/N Reef,-21.1772,152.371,1,0,1,-0.917999983
3079,21-227,U/N Reef,-21.1765,152.3975,1,0,1,-0.94599998
3080,21-308,Temple Island Reef,-21.6021,149.4897,1,1,1,1.629999995
3081,21-309,U/N Reef,-21.6045,149.472,1,1,1,1.623999953
3082,21-310,U/N Reef,-21.6464,149.4436,1,1,1,1.621000051
3083,21-312,U/N Reef,-21.6754,149.4564,1,1,1,1.57099998
3084,21-313,U/N Reef,-21.7121,149.4717,1,1,1,1.519999981
3085,21-314,U/N Reef,-21.7397,149.4685,1,1,1,1.519000053
3086,21-315,U/N Reef,-21.8243,149.4637,1,1,1,1.40199995
3087,21-316,West Hill Reef,-21.8361,149.4841,1,1,1,1.067999959
3088,21-417,Coquet Reef,-21.9383,150.0968,1,1,1,-0.030999999
3089,21-418a,Hunter Island Reef (No 1),-21.9499,150.1314,1,1,1,0.303000003
3090,21-418b,Hunter Island Reef (No 2),-21.9828,150.1462,1,1,1,0.086000003
3091,21-135,U/N Reef,-21.3648,151.4799,1,1,1,-1.335000038
3092,21-136,U/N Reef,-21.3852,151.4209,1,1,1,-1.335999966
3093,21-137,U/N Reef,-21.402,151.419,1,1,1,-1.394000053
3094,21-138,U/N Reef,-21.4314,151.4159,1,1,1,-1.399999976
3095,21-139,U/N Reef,-21.4731,151.4691,1,1,1,-1.317999959
3096,21-228,U/N Reef,-21.1823,152.2999,1,0,1,-0.916999996
3097,21-229,U/N Reef,-21.183,152.4485,1,0,1,-0.949999988
3098,21-230,U/N Reef,-21.1902,152.3361,1,0,1,-0.86500001
3099,21-231,U/N Reef,-21.1996,152.3156,1,0,1,-0.93900001
3100,21-232,U/N Reef,-21.2043,152.4981,1,0,1,-0.964999974
3101,21-233,U/N Reef,-21.2155,152.4927,1,0,1,-2.187999964
3102,21-234,U/N Reef,-21.2125,152.2426,1,0,1,-1.014999986
3103,21-235,Lavers Reef,-21.2201,152.0116,1,0,1,-0.774999976
3104,21-317,Ferdinand Shoal,-21.5095,149.7676,1,1,1,-7.087999821
3105,21-318,Waratah Island Reef,-21.5106,149.7208,1,1,1,-0.149000004
3106,21-319,Waratah Shoal,-21.5171,149.7166,1,1,1,-2.686000109
3107,21-320,Tupper Shoal,-21.5238,149.8017,1,1,1,-6.006000042
3108,21-322,Yaralla Shoal,-21.5892,149.646,1,1,1,-5.688000202
3109,21-324a,Harry Shoal (North),-21.5732,149.8247,1,1,NA,NA
3110,21-324b,Harry Shoal (South),-21.5822,149.8178,1,1,NA,NA
3111,21-059,Hotspur Islets Reef,-21.4829,150.2674,1,1,1,-0.016000001
3112,21-060,U/N Reef,-21.0129,150.5916,1,1,1,-1.715000033
3113,21-061,U/N Reef,-21.0548,150.6923,1,1,1,-2.036999941
3114,21-140,U/N Reef,-21.4846,151.2865,1,1,1,-1.475000024
3115,21-141,U/N Reef,-21.4863,151.1982,1,1,1,-1.297999978
3116,21-142,U/N Reef,-21.0036,151.554,1,1,1,-0.726999998
3117,21-143,U/N Reef,-21.0423,151.5633,1,1,1,-0.934000015
3118,21-144,U/N Reef,-21.0504,151.5725,1,1,1,-0.754999995
3119,21-236,U/N Reef,-21.219,152.3967,1,0,1,-0.981999993
3120,21-237,U/N Reef,-21.24,152.4723,1,0,1,-1.161999941
3121,21-238,U/N Reef,-21.236,152.5121,1,0,1,-0.690999985
3122,21-325,Hirst Reef,-21.5747,149.8127,1,1,1,-0.068000004
3123,21-326,Kilgour Shoal,-21.5914,149.8746,1,1,1,-4.502999783
3124,21-327,Wallace Reef,-21.601,149.7721,1,1,1,-5.032000065
3125,21-328,Tinonee Bank,-21.5791,149.8061,1,1,1,-0.039000001
3126,21-329,Planter Shoal,-21.5884,149.8382,1,1,NA,NA
3127,21-331,Bluff Island Reef,-21.6046,149.8669,1,1,1,1.347000003
3128,21-062,U/N Reef,-21.0312,150.8651,1,1,1,-1.937999964
3129,21-063,U/N Reef,-21.0265,150.9249,1,1,1,-1.636000037
3130,21-064,U/N Reef,-21.0571,150.778,1,1,1,-1.891000032
3131,21-065,U/N Reef,-21.0722,150.8303,1,1,1,-2.019000053
3132,21-066,U/N Reef,-21.0889,150.7786,1,1,0,-12.42300034
3133,21-067,U/N Reef,-21.1162,150.9017,1,1,1,-1.718000054
3134,21-145a,U/N Reef,-21.0655,151.61,1,1,1,-0.598999977
3135,21-145b,U/N Reef,-21.0994,151.5993,1,1,1,-1.753999949
3136,21-145c,U/N Reef,-21.04,151.5966,1,1,1,-0.995000005
3137,21-146,U/N Reef,-21.0769,151.6416,1,1,1,-1.026000023
3138,21-147,U/N Reef,-21.0697,151.6636,1,0,1,-0.753000021
3139,21-239,U/N Reef,-21.2641,152.2692,1,0,1,-0.713999987
3140,21-240,U/N Reef,-21.2798,152.3125,1,0,1,-0.324999988
3141,21-241,Centenery Reef,-21.2826,152.3307,1,0,1,-0.930999994
3142,21-242a,U/N Reef,-21.3033,152.2311,1,0,1,-0.971000016
3143,21-242b,U/N Reef,-21.3006,152.2206,1,0,1,-1.008000016
3144,21-333,Treble Reef,-21.6035,149.827,1,1,1,1.61500001
3145,21-334,Curlew Reef,-21.6056,149.7831,1,1,1,0.740999997
3146,21-336,U/N Reef,-21.6206,149.8175,1,1,NA,NA
3147,21-337,Pearl Shoal,-21.6112,149.757,1,1,1,0.74000001
3148,21-338,Slattery Shoal,-21.624,149.7854,1,1,1,0.91900003
3149,21-068,U/N Reef,-21.1289,150.8307,1,1,1,-1.465000033
3150,21-069,U/N Reef,-21.1122,150.995,1,1,1,-1.728999972
3151,21-070,U/N Reef,-21.1331,150.7896,1,1,1,-2.015000105
3152,21-071,U/N Reef,-21.1359,150.7632,1,1,1,-1.633999944
3153,21-148,Patricia Mather Reef,-21.0822,151.6879,1,0,1,-0.856999993
3154,21-149,U/N Reef,-21.0957,151.7161,1,0,1,-0.751999974
3155,21-150,U/N Reef,-21.107,151.7349,1,0,1,-0.753000021
3156,21-151,U/N Reef,-21.1145,151.7535,1,0,1,-0.861000001
3157,21-242c,U/N Reef,-21.2974,152.2312,1,0,1,-2.943000078
3158,21-243,U/N Reef,-21.2955,152.0519,1,0,1,-0.79400003
3159,21-244,U/N Reef,-21.3126,152.0645,1,0,1,-9.340999603
3160,21-245,U/N Reef,-21.3054,152.4369,1,0,1,-0.89200002
3161,21-246,U/N Reef,-21.3179,152.4818,1,0,1,-0.788999975
