ReefID,LABEL_ID,GBRMPAFeatureName,LAT,LON,GBRMP,Within250kmOfPort,Shallow,ShallowestDepth
1,10-330,U/N Reef,-10.7795,142.5916,1,1,1,0.980000019
2,10-331,Harrington Shoal,-10.7966,142.7106,1,1,1,-8
3,10-332,U/N Reef,-10.8243,142.5736,1,1,1,-0.674000025
4,10-333,U/N Reef,-10.8354,142.5766,1,1,1,-0.721000016
5,10-334,Four Fathom Patches,-10.8199,142.6871,1,1,0,-10.89799976
6,10-335,Harrington Reef,-10.8213,142.7231,1,1,1,-0.360000014
7,10-336,Wyborn Reef,-10.821,142.7622,1,1,1,0.316000015
8,10-337,U/N Reef,-10.8079,142.9288,1,1,1,-0.414000005
9,10-338,Womer Reef,-10.7999,142.9836,1,1,1,0.321999997
10,10-339,Brewis Reef,-10.887,142.6933,1,1,1,0.940999985
11,10-340,Turtle Island Reef,-10.8899,142.6963,1,1,1,1.024999976
12,10-341,Shortland Reef,-10.9013,142.7727,1,1,1,0.030999999
13,10-342,Trochus Reef,-10.9214,142.6311,1,1,1,0.131999999
14,10-299,U/N Reef,-10.7754,143.0896,1,1,1,-0.588
15,10-316,Tree Reef,-10.7043,142.597,1,1,1,0.476999998
16,10-317,Brush Islet Reef,-10.709,142.5979,1,1,1,-0.136999995
17,10-318a,Albany Island Reef (No 1),-10.7153,142.593,1,1,1,-0.001
18,10-318b,Albany Island Reef (No 2),-10.7283,142.6178,1,1,1,0.59799999
19,10-318c,Albany Island Reef (No 3),-10.7466,142.6233,1,1,1,-0.007
20,10-318d,Albany Island Reef (No 4),-10.7389,142.6049,1,1,1,0.144999996
21,10-320,Mai Reef,-10.7245,142.6248,1,1,1,0.400000006
22,10-321,Albany Rock Reef,-10.7189,142.6299,1,1,1,0.476000011
23,10-322,North Brother Reef,-10.7008,142.6732,1,1,NA,NA
24,10-323,Middle Brother Reef,-10.7119,142.6854,1,1,1,-0.214000002
25,10-324,South Brother Reef,-10.7167,142.6918,1,1,1,-1.143000007
26,10-325,North Ledge,-10.6803,142.7383,1,1,1,-0.01
27,10-326,Meggi-Damun Reef,-10.6825,142.7861,1,1,1,-0.068999998
28,10-327,South Ledge,-10.7053,142.7323,1,1,1,0.381000012
29,10-328,Ulfa Reef,-10.7578,142.6143,1,1,1,-0.041000001
30,10-329,Ariel Bank,-10.7708,142.6252,1,1,1,0.764999986
31,10-401,U/N Reef,-10.8032,143.8008,1,1,1,-1.149999976
32,10-402,U/N Reef,-10.8055,144.0066,1,1,1,-0.226999998
33,10-403,U/N Reef,-10.8237,143.9961,1,1,1,-1.090999961
34,10-404,U/N Reef,-10.8251,143.8238,1,1,1,-0.289999992
35,10-405,U/N Reef,-10.8462,143.7581,1,1,0,-11.95400047
36,10-406,U/N Reef,-10.8449,144.0145,1,1,1,-0.059
37,10-407a,U/N Reef,-10.8661,143.9845,1,1,1,-1.325000048
38,10-343a,Turtle Head Island Reef (No 1),-10.9369,142.7059,1,1,1,0.138999999
39,10-343b,Turtle Head Island Reef (No 2),-10.9475,142.7062,1,1,1,0.648999989
40,10-344,Tern Reef,-10.99,142.7664,1,1,1,-4.059999943
41,10-348,U/N Reef,-10.6836,143.2521,1,1,1,-6.668000221
42,10-349,U/N Reef,-10.6971,143.4338,1,1,1,-0.742999971
43,10-350,U/N Reef,-10.6966,143.4663,1,1,1,-0.944000006
44,10-351,U/N Reef,-10.7318,143.1903,1,1,1,0.064999998
45,10-352,U/N Reef,-10.7347,143.3368,1,1,1,-0.630999982
46,10-353,U/N Reef,-10.7519,143.0937,1,1,1,-0.407999992
47,10-354,U/N Reef,-10.7523,143.3718,1,1,1,-9.347000122
48,10-355,U/N Reef,-10.7568,143.3243,1,1,1,-0.924000025
49,10-356,U/N Reef,-10.7762,143.412,1,1,1,-0.605000019
50,10-357,U/N Reef,-10.8058,143.3534,1,1,1,-1.146999955
51,10-358,U/N Reef,-10.8378,143.3357,1,1,1,-0.61500001
52,10-359,U/N Reef,-10.9405,143.4596,1,1,1,-6.512000084
53,10-360,U/N Reef,-10.8391,143.2982,1,1,1,-1.692999959
54,10-361,U/N Reef,-10.849,143.4038,1,1,1,-1.394999981
55,10-362,U/N Reef,-10.853,143.239,1,1,1,-1.194000006
56,10-363,U/N Reef,-10.895,143.2402,1,1,1,-5.551000118
57,10-364,U/N Reef,-10.8976,143.21,1,1,1,-1.075999975
58,10-365,Linda Reef,-10.9066,143.1778,1,1,1,-0.028999999
59,10-366,U/N Reef,-10.9039,143.2898,1,1,1,-7.066999912
60,10-367,U/N Reef,-10.9055,143.3829,1,1,1,-1.026000023
61,10-368,U/N Reef,-10.9151,143.3141,1,1,1,-0.884000003
62,10-369,U/N Reef,-10.9318,143.2959,1,1,1,-5.229000092
63,10-370,U/N Reef,-10.9325,143.2183,1,1,1,-6.184999943
64,10-371,U/N Reef,-10.9469,143.2423,1,1,1,0.079999998
65,10-372,U/N Reef,-10.9503,143.1571,1,1,1,-1.503000021
66,10-373,U/N Reef,-10.952,143.1301,1,1,1,-0.84799999
67,10-374,U/N Reef,-10.9392,143.3598,1,1,1,-5.696000099
68,10-375a,U/N Reef,-10.9637,143.3997,1,1,1,-5.137000084
69,10-375b,U/N Reef,-10.9676,143.4256,1,1,1,-6.683000088
70,10-376,U/N Reef,-10.9866,143.1255,1,1,1,-0.716000021
71,10-378,U/N Reef,-10.9059,143.5107,1,1,0,-11.47799969
72,10-381,U/N Reef,-10.6879,143.9645,1,1,1,-0.564999998
73,10-382,U/N Reef,-10.7029,143.7871,1,1,1,-0.852999985
74,10-384,U/N Reef,-10.7097,143.9638,1,1,1,0.140000001
75,10-385,U/N Reef,-10.725,143.9587,1,1,1,-1.180999994
76,10-386,U/N Reef,-10.7232,143.9796,1,1,1,-0.474999994
77,10-387,U/N Reef,-10.6933,143.521,1,1,1,-0.67900002
78,10-389,U/N Reef,-10.7344,143.9648,1,1,1,-1.256999969
79,10-390,U/N Reef,-10.7404,143.9733,1,1,1,-0.921999991
80,10-391,Triangle Reef,-10.7554,143.9823,1,1,1,0.296000004
81,10-392,U/N Reef,-10.742,143.6065,1,1,1,-0.49000001
82,10-393,U/N Reef,-10.7423,143.7443,1,1,1,-9.81000042
83,10-394,U/N Reef,-10.7697,143.5057,1,1,1,-0.293000013
84,10-395,U/N Reef,-10.7893,143.6909,1,1,1,-8.494999886
85,10-396,U/N Reef,-10.7703,143.7166,1,1,NA,NA
86,10-397,U/N Reef,-10.7667,143.8438,1,1,NA,NA
87,10-398,U/N Reef,-10.7782,143.9755,1,1,1,-1.085000038
88,10-399,U/N Reef,-10.7857,143.9853,1,1,1,-0.75
89,10-400,U/N Reef,-10.7943,143.9898,1,1,1,-0.653999984
90,10-426,U/N Reef,-10.9508,144.0145,1,1,1,-1.088999987
91,10-427,U/N Reef,-10.9445,143.5114,1,1,1,-7.138999939
92,10-428a,U/N Reef,-10.8356,143.9988,1,1,1,-1.55400002
93,10-428b,U/N Reef,-10.8301,144.0089,1,1,1,-2.22300005
94,10-430,U/N Reef,-10.7299,142.5771,1,1,1,0.902999997
95,10-431,U/N Reef,-10.7988,142.5796,1,1,1,0.066
96,10-432,U/N Reef,-10.832,142.5527,1,1,1,0.842000008
97,10-434,U/N Reef,-10.7572,142.6044,1,1,1,0.293000013
98,10-436,U/N Reef,-10.8402,143.3795,1,1,1,-7.828999996
99,10-437,U/N Reef,-10.8976,143.4462,1,1,1,-7.201000214
100,10-438,U/N Reef,-10.9306,143.5538,1,1,0,-14.12300014
101,10-439,U/N Reef,-10.9761,143.6294,1,1,0,-10.39799976
102,10-440,U/N Reef,-10.9422,143.7125,1,1,1,-8.75
103,10-441,NA,-11.0129,143.7672,0,1,NA,NA
104,10-442,U/N Reef,-10.984,143.7784,1,1,0,-14.08100033
105,10-443,U/N Reef,-10.7417,143.956,1,1,1,-2.707999945
106,10-444,U/N Reef,-10.9351,144.0019,1,1,1,-7.837999821
107,10-445,U/N Reef,-10.9125,144.034,1,1,1,-4.974999905
108,10-800,U/N Reef,-10.8107,142.739,1,1,1,-1.269999981
109,10-801,U/N Reef,-10.9933,142.746,1,1,1,1.31400001
110,10-807,U/N Reef,-10.6852,143.9531,1,1,1,-1.791000009
111,10-407b,U/N Reef,-10.86,143.9921,1,1,1,-1.445000052
112,10-408,U/N Reef,-10.8564,143.6588,1,1,0,-13.74400043
113,10-409,U/N Reef,-10.8594,143.7112,1,1,0,-10.55200005
114,10-410,U/N Reef,-10.8696,143.7934,1,1,1,-0.375999987
115,10-411,U/N Reef,-10.8051,143.47,1,1,1,-0.666000009
116,10-411b,U/N Reef,-10.8516,143.5866,1,1,1,-6.252999783
117,10-412,U/N Reef,-10.8874,144.0141,1,1,1,-0.052999999
118,10-413,U/N Reef,-10.8957,143.5524,1,1,1,-1.302000046
119,10-414,U/N Reef,-10.9267,144.0181,1,1,1,-0.188999996
120,10-415,U/N Reef,-10.9116,143.5728,1,1,1,-7.697999954
121,10-416a,U/N Reef,-10.9639,144.0152,1,1,1,-2.663000107
122,10-416b,U/N Reef,-10.9659,144.0322,1,1,1,-0.203999996
123,10-417,U/N Reef,-10.8819,143.4672,1,1,1,-6.263999939
124,10-418a,U/N Reef,-10.9968,144.0352,1,1,1,-0.041000001
125,10-418b,U/N Reef,-10.9861,144.0181,1,1,1,-1.299000025
126,10-419a,U/N Reef,-11.0078,144.0129,1,1,1,-1.067000031
127,10-419b,U/N Reef,-11.0179,144.0131,1,1,1,-1.228000045
128,10-420,U/N Reef,-11.0178,143.995,1,1,1,-1.044999957
129,10-421,U/N Reef,-10.9904,143.3649,1,1,1,-8.25
130,10-422,U/N Reef,-10.987,143.2949,1,1,1,-7.822000027
131,10-423,U/N Reef,-10.9042,143.6632,1,1,0,-12.90400028
132,10-424,U/N Reef,-10.8997,143.7573,1,1,0,-12.10900021
133,10-425,U/N Reef,-10.9136,143.5341,1,1,0,-11.05000019
134,11-034,U/N Reef,-11.1761,143.1012,1,1,1,0.291000009
135,11-001,Arnold Reef,-11.0067,142.9925,1,1,1,-0.097000003
136,11-002,Thomson Islet Reef,-11.025,142.7555,1,1,1,0.026000001
137,11-003,U/N Reef,-11.0704,142.7832,1,1,1,1.243000031
138,11-004,Gilmore Bank,-11.1587,142.837,1,1,1,-6.551000118
139,11-005,U/N Reef,-11.1855,142.8113,1,1,1,-3.188999891
140,11-006,U/N Reef,-11.1943,142.8123,1,1,1,-5.236000061
141,11-007,U/N Reef,-11.2317,142.824,1,1,1,-5.335000038
142,11-008,U/N Reef,-11.2489,142.819,1,1,1,-0.927999973
143,11-009,Bushy Island Reef,-11.2573,142.8725,1,1,1,0.656000018
144,11-010,Cairncross Islets Reef,-11.25,142.9291,1,1,1,0.632000029
145,11-011a,U/N Reef,-11.2902,142.8287,1,1,1,-3.846999884
146,11-011b,U/N Reef,-11.2939,142.8309,1,1,1,-3.930999994
147,11-012,U/N Reef,-11.3725,142.8655,1,1,1,0.894999981
148,11-013,Halfway Islet Reef,-11.3848,142.9654,1,1,1,0.165999994
149,11-014,Pearn Reef,-11.4349,142.9353,1,1,NA,NA
150,11-015,U/N Reef,-11.4243,142.8412,1,1,1,0.625999987
151,11-016,McSweeney Reef,-11.0231,143.2427,1,1,1,-0.869000018
152,11-017,U/N Reef,-11.0279,143.3335,1,1,1,-6.229000092
153,11-018,U/N Reef,-11.0323,143.3564,1,1,1,-6.894000053
154,11-019,U/N Reef,-11.0285,143.4737,1,1,1,-8.279999733
155,11-020,U/N Reef,-11.0388,143.3795,1,1,1,-7.55700016
156,11-021,U/N Reef,-11.0588,143.371,1,1,NA,NA
157,11-022,U/N Reef,-11.0476,143.4676,1,1,1,-7.438000202
158,11-023,U/N Reef,-11.0746,143.4022,1,1,1,-6.71999979
159,11-024,U/N Reef,-11.0791,143.3198,1,1,1,-7.096000195
160,11-025,U/N Reef,-11.07,143.0908,1,1,1,-0.691999972
161,11-026,Sinclair Reef,-11.1166,143.0285,1,1,1,0.082000002
162,11-027,U/N Reef,-11.1292,143.0006,1,1,1,-6.982999802
163,11-028,U/N Reef,-11.1067,143.4941,1,1,1,-7.05700016
164,11-029,Monsoon Reef,-11.1288,143.253,1,1,1,-0.402999997
165,11-030,U/N Reef,-11.1438,143.4413,1,1,1,-6.532000065
166,11-031,U/N Reef,-11.1421,143.2229,1,1,1,-7.500999928
167,11-032,U/N Reef,-11.1607,143.4215,1,1,1,-7.997000217
168,11-033a,U/N Reef,-11.184,143.3933,1,1,1,-7.492000103
169,11-033b,U/N Reef,-11.2045,143.3937,1,1,1,-7.952000141
170,11-048b,Turning Point Patches (No 2),-11.3682,143.5458,1,1,1,-7.237999916
171,11-049,U/N Reef,-11.361,143.3355,1,1,1,-1.110000014
172,11-050,U/N Reef,-11.3773,143.1607,1,1,1,-0.563000023
173,11-051,U/N Reef,-11.3705,143.0732,1,1,NA,NA
174,11-052,Cholmondeley Reef,-11.3896,143.0702,1,1,1,-0.118000001
175,11-053,Jardine Reef,-11.3851,143.0353,1,1,1,-0.079000004
176,11-054,U/N Reef,-11.434,143.1652,1,1,1,-0.996999979
177,11-055,Wallace Islet Reef,-11.4539,143.042,1,1,1,-0.419999987
178,11-035,Milman-Aplin Reef,-11.1833,143.0328,1,1,1,0.412999988
179,11-036,Parsons Reef,-11.1844,143.1976,1,1,1,-1.125
180,11-037,Collette Reef,-11.2154,143.3181,1,1,1,-1.256000042
181,11-038,Douglas Islet Reef,-11.2432,143.0007,1,1,1,0.363999993
182,11-039,U/N Reef,-11.2414,143.2571,1,1,1,-1.154000044
183,11-040,U/N Reef,-11.2714,143.1497,1,1,1,-1.217000008
184,11-041a,U/N Reef,-11.2886,143.0342,1,1,NA,NA
185,11-041b,U/N Reef,-11.2874,143.0462,1,1,NA,NA
186,11-042,U/N Reef,-11.295,143.1963,1,1,1,-0.975000024
187,11-043,Onslow Reef,-11.2974,143.2813,1,1,NA,NA
188,11-044,Wilds Shoal,-11.2769,143.3693,1,1,1,-7.714000225
189,11-045,U/N Reef,-11.2706,143.4852,1,1,1,-7.645999908
190,11-046,U/N Reef,-11.3191,143.1263,1,1,1,-2.157999992
191,11-047,U/N Reef,-11.3416,143.1278,1,1,1,-1.138000011
192,11-048a,Turning Point Patches (No 1),-11.3292,143.4056,1,1,1,-1.407999992
193,11-071,U/N Reef,-11.2543,143.5428,1,1,1,-8.423000336
194,11-072,U/N Reef,-11.2826,143.9955,1,1,1,-1.093000054
195,11-073,U/N Reef,-11.2824,144.0058,1,1,1,-1.018000007
196,11-074,U/N Reef,-11.2949,143.9963,1,1,1,-1.179999948
197,11-075,U/N Reef,-11.2953,143.9792,1,1,1,-1.29400003
198,11-076,U/N Reef,-11.3093,143.9808,1,1,1,-1.692000031
199,11-056a,U/N Reef,-11.5046,143.4012,1,1,1,-0.913999975
200,11-056b,U/N Reef,-11.4618,143.2701,1,1,1,-1.25
201,11-056c,U/N Reef,-11.3969,143.3099,1,1,1,-1.126000047
202,11-056d,U/N Reef,-11.4603,143.378,1,1,1,-7.504000187
203,11-057,Cochin Reef,-11.4305,143.4389,1,1,1,-0.917999983
204,11-058,Parkinson Reef,-11.4681,143.1247,1,1,1,-0.068000004
205,11-059,Monkman Reef,-11.472,143.1567,1,1,1,-0.301999986
206,11-060,U/N Reef,-11.482,143.0751,1,1,1,-1.024999976
207,11-061,Little Boydong Reef,-11.4888,143.0406,1,1,1,-0.25
208,11-062,Boydong Island Reef,-11.498,143.0288,1,1,1,-0.172000006
209,11-063a,U/N Reef,-10.9777,143.4992,1,1,1,-7.535999775
210,11-063b,U/N Reef,-11.016,143.5894,1,1,1,-9.234000206
211,11-064,U/N Reef,-11.0949,143.6618,1,1,1,-9.253000259
212,11-065,U/N Reef,-11.1512,143.5843,1,1,0,-12.59899998
213,11-066,U/N Reef,-11.1571,143.6947,1,1,0,-10.06900024
214,11-067,U/N Reef,-11.1482,143.5348,1,1,1,-9.871999741
215,11-068,U/N Reef,-11.2073,143.5889,1,1,0,-10.66300011
216,11-069,U/N Reef,-11.1924,143.7148,1,1,0,-11.52000046
217,11-070a,Maclennan Reef (No 1),-11.3149,143.7982,1,1,1,0.177000001
218,11-070b,Maclennan Reef (No 2),-11.2526,143.6751,1,1,0,-11.06099987
219,11-070c,Maclennan Reef (No 3),-11.2557,143.8192,1,1,0,-16.07099915
220,11-103,Indefatigable Reef,-11.4735,143.6366,1,1,1,-0.072999999
221,11-104,U/N Reef,-11.4665,143.7075,1,1,0,-12.14999962
222,11-105,U/N Reef,-11.4759,143.9284,1,1,1,-1.470000029
223,11-107,U/N Reef,-11.4754,144.0179,1,1,1,-0.745000005
224,11-108,U/N Reef,-11.4779,143.9009,1,1,1,-0.966000021
225,11-109a,U/N Reef,-11.4921,143.9242,1,1,1,-0.921999991
226,11-109b,U/N Reef,-11.4827,143.9456,1,1,1,-1
227,11-110,U/N Reef,-11.4899,143.8581,1,1,1,-1.148000002
228,11-111,U/N Reef,-11.4992,143.5381,1,1,0,-10.67000008
229,11-112,U/N Reef,-11.0307,143.9979,1,1,1,-1.25
230,11-113,U/N Reef,-11.0393,144.0173,1,1,1,-1.075999975
231,11-114,U/N Reef,-11.049,144.0224,1,1,1,-1.279999971
232,11-115,U/N Reef,-11.0549,144.0336,1,1,1,-0.105999999
233,11-116,U/N Reef,-11.0692,144.0407,1,1,1,-0.790000021
234,11-117,U/N Reef,-11.1034,144.044,1,1,1,-0.033
235,11-118a,U/N Reef,-11.1316,144.0333,1,1,1,-1.225999951
236,11-118b,U/N Reef,-11.1407,144.0258,1,1,1,-4.853000164
237,11-119,U/N Reef,-11.146,144.0584,1,1,1,-0.032000002
238,11-077,U/N Reef,-11.3224,143.9624,1,1,1,-1.049999952
239,11-078,U/N Reef,-11.3282,143.9818,1,1,1,-1.368999958
240,11-079,U/N Reef,-11.3083,143.5057,1,1,1,-8.272000313
241,11-080,U/N Reef,-11.305,143.6725,1,1,0,-12.98499966
242,11-081,U/N Reef,-11.3482,143.9566,1,1,1,-0.971000016
243,11-082,U/N Reef,-11.3559,143.952,1,1,1,-1.161000013
244,11-083,U/N Reef,-11.361,143.9641,1,1,1,-1.613000035
245,11-084,U/N Reef,-11.3644,143.9766,1,1,1,-0.141000003
246,11-085,U/N Reef,-11.3637,143.9517,1,1,1,-1.254999995
247,11-087a,U/N Reef,-11.3724,143.9444,1,1,1,-1.417999983
248,11-087b,U/N Reef,-11.3715,143.959,1,1,1,-0.486999989
249,11-088,U/N Reef,-11.3832,143.96,1,1,1,-0.059
250,11-089a,U/N Reef,-11.3913,143.9784,1,1,1,-1.682999969
251,11-089b,U/N Reef,-11.3922,143.9585,1,1,1,-1.225000024
252,11-090,U/N Reef,-11.3364,143.5897,1,1,0,-15.43799973
253,11-091,U/N Reef,-11.4024,143.9637,1,1,1,-0.331
254,11-092,U/N Reef,-11.3711,143.7155,1,1,1,0.077
255,11-093,U/N Reef,-11.4007,143.7688,1,1,1,-0.69599998
256,11-094,U/N Reef,-11.4116,143.9649,1,1,1,-1.511999965
257,11-095,U/N Reef,-11.416,143.9696,1,1,1,-1.486999989
258,11-096,U/N Reef,-11.4212,143.9751,1,1,1,-1.305999994
259,11-097,U/N Reef,-11.4274,143.9741,1,1,1,-1.248000026
260,11-098,Risk Reef,-11.4228,143.7677,1,1,1,0.079000004
261,11-099,U/N Reef,-11.4242,143.5423,1,1,0,-13.31099987
262,11-100,Shadwell Reef,-11.4578,143.7689,1,1,1,-0.305999994
263,11-101,U/N Reef,-11.4658,143.512,1,1,0,-12.31599998
264,11-102,U/N Reef,-11.4631,143.9677,1,1,1,-1.103999972
265,11-157,U/N Reef,-11.5527,143.5164,1,1,1,-6.900000095
266,11-158,U/N Reef,-11.5803,143.2319,1,1,1,-1.478000045
267,11-120,U/N Reef,-11.1852,144.06,1,1,1,-0.162
268,11-121,U/N Reef,-11.1924,144.0436,1,1,1,-1.108999968
269,11-122,U/N Reef,-11.2007,144.0466,1,1,1,-1.286999941
270,11-123,U/N Reef,-11.2097,144.051,1,1,1,-0.519999981
271,11-124,U/N Reef,-11.2175,144.0562,1,1,1,-1.254999995
272,11-125,Stark Reef,-11.2613,144.0657,1,1,1,0.035999998
273,11-126a,U/N Reef,-11.2636,144.0125,1,1,1,-1.379999995
274,11-126b,U/N Reef,-11.2693,144.0183,1,1,1,-1.32099998
275,11-127a,U/N Reef,-11.2616,144.0241,1,1,1,-1.508999944
276,11-127b,U/N Reef,-11.2761,144.0264,1,1,1,-1.001999974
277,11-128,U/N Reef,-11.2793,144.0342,1,1,1,-1.019000053
278,11-129,U/N Reef,-11.2763,144.0441,1,1,1,-1.146999955
279,11-130,Moulter Reef,-11.4248,144.0383,1,1,1,-0.140000001
280,11-131,Saunders Reef,-11.494,144.0699,1,1,1,-0.059999999
281,11-132,Hunter Reefs,-11.5122,142.8727,1,1,1,-1.567999959
282,11-133,U/N Reef,-11.5637,142.8437,1,1,1,1.31400001
283,11-134,Pirie Reef,-11.5904,142.8983,1,1,1,0.416999996
284,11-135,U/N Reef,-11.6276,142.8569,1,1,1,1.238999963
285,11-136,Hannibal Islands Reef,-11.5979,142.9397,1,1,1,0.056000002
286,11-137,U/N Reef,-11.6514,142.9075,1,1,1,-0.836000025
287,11-138,MacArthur Islands Reef,-11.7324,142.9852,1,1,1,0.268999994
288,11-139,U/N Reef,-11.7591,142.973,1,1,1,0.632000029
289,11-140,U/N Reef,-11.7624,142.8959,1,1,1,-0.377000004
290,11-141,U/N Reef,-11.7697,142.9157,1,1,1,-0.797999978
291,11-142,U/N Reef,-11.7727,142.9372,1,1,1,-0.204999998
292,11-143,U/N Reef,-11.7707,142.9555,1,1,1,-2.256999969
293,11-144,U/N Reef,-11.781,142.8782,1,1,1,-4.211999893
294,11-145,U/N Reef,-11.7999,142.8562,1,1,1,1.620000005
295,11-146,U/N Reef,-11.7968,142.9365,1,1,NA,NA
296,11-147,U/N Reef,-11.8053,142.9002,1,1,1,-0.36500001
297,11-148,U/N Reef,-11.8267,142.896,1,1,1,-1.690000057
298,11-149,U/N Reef,-11.8489,142.8756,1,1,1,1.618999958
299,11-150,U/N Reef,-11.8431,142.9387,1,1,1,-1.460999966
300,11-151,U/N Reef,-11.8619,142.9936,1,1,1,-1.498999953
301,11-152,U/N Reef,-11.8799,142.9126,1,1,1,0.244000003
302,11-153,U/N Reef,-11.8844,142.9704,1,1,1,-1.585999966
303,11-154,U/N Reef,-11.5183,143.0818,1,1,1,0.164000005
304,11-155,U/N Reef,-11.5316,143.1779,1,1,1,-1.222000003
305,11-156,Wizard Reef,-11.5504,143.0168,1,1,1,-0.606000006
306,11-169,Bird Islands Reef (South),-11.789,143.0855,1,1,1,0.127000004
307,11-170,Chimmo Shoal,-11.8041,143.2461,1,1,1,-6.480999947
308,11-171,Guthray Reef,-11.8019,143.265,1,1,1,-0.628000021
309,11-172,U/N Reef,-11.8071,143.0093,1,1,NA,NA
310,11-173,Cockburn Reef,-11.8235,143.3696,1,1,1,-0.023
311,11-174,Magra Reef,-11.8644,143.2856,1,1,1,-0.144999996
312,11-175,U/N Reef,-11.874,143.2971,1,1,1,-1.404000044
313,11-176,Rodney Reef,-11.8952,143.1073,1,1,1,0.458999991
314,11-177,U/N Reef,-11.9064,143.1291,1,1,1,0.246999994
315,11-178,Cockburn Patch,-11.9111,143.338,1,1,1,-5.295000076
316,11-179,Erlangen Patch,-11.9182,143.351,1,1,1,-5.364999771
317,11-180,Paluma Shoal,-11.9204,143.3105,1,1,NA,NA
318,11-159,U/N Reef,-11.5902,143.1785,1,1,1,-0.801999986
319,11-160,U/N Reef,-11.5861,143.4236,1,1,1,-1.197000027
320,11-161,Viking Reef,-11.5942,143.0104,1,1,1,-0.180999994
321,11-162,U/N Reef,-11.604,143.2908,1,1,1,-0.859000027
322,11-163,U/N Reef,-11.6207,143.5206,1,1,1,-7.723999977
323,11-164,U/N Reef,-11.6908,143.434,1,1,1,-1.146999955
324,11-165,Thrush Reef,-11.7113,143.1928,1,1,1,-0.079999998
325,11-166,Forwood Reef,-11.7357,143.2484,1,1,1,-0.785000026
326,11-167,Bird Islands Reef (North),-11.7714,143.0884,1,1,1,0.338
327,11-168,Fairway Reef,-11.7508,143.2433,1,1,NA,NA
328,11-223,Three Reefs,-11.7693,143.8948,1,1,1,-1.169999957
329,11-224,U/N Reef,-11.7813,143.8694,1,1,1,-2.594000101
330,11-225,U/N Reef,-11.7911,143.8695,1,1,1,-1.292000055
331,11-226,U/N Reef,-11.8008,143.8643,1,1,1,-1.194000006
332,11-227,U/N Reef,-11.8086,143.865,1,1,1,-0.883000016
333,11-228,Wood Reef,-11.802,143.9691,1,1,1,-1.164000034
334,11-181,Sunday Reef,-11.9271,143.2075,1,1,1,0.115999997
335,11-182,Bremner Shoal,-11.9435,143.216,1,1,NA,NA
336,11-183,Outer Reef,-11.9425,143.242,1,1,NA,NA
337,11-184a,Queue Reef,-11.9332,143.3712,1,1,1,-0.685000002
338,11-184b,Wreck Reef,-11.9481,143.4172,1,1,1,-0.871999979
339,11-184c,Sir Charles Hardy Islands Reef,-11.9118,143.4963,1,1,1,0.082999997
340,11-185,Nob Reef,-11.9518,143.2688,1,1,1,0.232999995
341,11-186,U/N Reef,-11.9606,143.2711,1,1,1,0.465000004
342,11-187,Harvey Reef,-11.97,143.2677,1,1,1,0.103
343,11-188,Clerke Reef,-11.9697,143.286,1,1,1,0.248999998
344,11-189,Perry Reef,-11.9713,143.2547,1,1,1,0.004
345,11-190a,Cape Grenville Reef (No 1),-11.9591,143.234,1,1,1,-0.075999998
346,11-190b,Cape Grenville Reef (No 2),-11.9717,143.2443,1,1,1,-0.054000001
347,11-190c,Cape Grenville Reef (No 3),-11.9834,143.2198,1,1,1,-0.01
348,11-191,Hicks Reef,-11.9841,143.2701,1,1,1,-0.048
349,11-192,Middle Reef,-11.9838,143.2565,1,1,1,-1.095999956
350,11-193a,Twin Reefs (North),-11.9948,143.2681,1,1,1,-6.105999947
351,11-193b,Twin Reefs (South),-11.9982,143.2673,1,1,NA,NA
352,11-194,Gore Reef,-11.991,143.2476,1,1,1,-0.023
353,11-195,South Reef,-11.9983,143.2412,1,1,1,-0.028999999
354,11-196,U/N Reef,-11.5121,143.9623,1,1,1,-1.139000058
355,11-197,U/N Reef,-11.5136,143.8694,1,1,1,-1.077999949
356,11-200,Siddons Reef,-11.5126,143.6422,1,1,1,-0.805999994
357,11-201,U/N Reef,-11.5308,143.8668,1,1,1,-1.148000002
358,11-202,U/N Reef,-11.5268,143.8783,1,1,1,-1.09800005
359,11-203,U/N Reef,-11.5399,143.856,1,1,1,-1.065999985
360,11-204,U/N Reef,-11.5504,143.865,1,1,1,-1.072000027
361,11-205,U/N Reef,-11.5307,143.9121,1,1,1,-0.925999999
362,11-206,U/N Reef,-11.5164,143.9821,1,1,1,-0.995000005
363,11-207,U/N Reef,-11.5453,143.9016,1,1,1,-1.024000049
364,11-208a,U/N Reef,-11.5588,143.8618,1,1,1,-1.082000017
365,11-208b,U/N Reef,-11.5642,143.8648,1,1,1,-1.422000051
366,11-209,U/N Reef,-11.556,143.8825,1,1,1,-1.106999993
367,11-210a,U/N Reef,-11.5697,143.8687,1,1,1,-1.097000003
368,11-210b,U/N Reef,-11.5721,143.8751,1,1,1,-1.001999974
369,11-211,Pearson Reef,-11.5668,143.7159,1,1,1,-0.980000019
370,11-212,Jukes Reef,-11.5923,143.8553,1,1,1,-0.137999997
371,11-213,U/N Reef,-11.6024,143.5157,1,1,NA,NA
372,11-214,Bowles Reef,-11.6233,143.6845,1,1,1,-1.116999984
373,11-215,U/N Reef,-11.6301,143.8796,1,1,1,-0.720000029
374,11-216,U/N Reef,-11.6594,143.5772,1,1,1,-1.106999993
375,11-263,U/N Reef,-11.3062,143.7542,1,1,0,-18.82999992
